"Id","OwnerId","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","nPortal__Portal_Header_Text__c","nFORCE__Taxonomy_Id__c","nPortal__Portal_Icon_Path__c","nFORCE__Parameters__c","nPortal__Portal_Subheader_Text__c","nPortal__Search_Object_Filter__c","nPortal__Search_Object_Type__c","nPortal__Search_Results_Fieldset__c","nPortal__Search_Select_Active_Text__c","nFORCE__Body_Type__c","nFORCE__Description__c","nPortal__Search_Select_Text__c"
"a2E920000032aKGEAY","0059200000I6s1oAAB","false","Account Covenants","AUD","2024-11-04T13:29:04.000Z","0059200000I6s1oAAB","2025-01-10T15:13:38.000Z","0055h0000077lybAAA","2025-01-10T15:13:38.000Z","2025-01-21T13:52:49.000Z","2025-01-21T13:52:49.000Z","account_current","","","","false","","","","a2G92000000X4upEAC","","","","42554855345644882","","","","","","","","","","","",""
"a2E920000032aKHEAY","0059200000I6s1oAAB","false","Loan Covenants","AUD","2024-11-04T13:29:04.000Z","0059200000I6s1oAAB","2025-01-10T15:13:38.000Z","0055h0000077lybAAA","2025-01-10T15:13:38.000Z","2025-01-22T11:53:58.000Z","2025-01-22T11:53:58.000Z","loan_current","","","","false","","","","a2G92000000X4uqEAC","","","","42657576528451352","","","","","","","","","","","",""
